tradition,label,file,seq_len,n_pitch_tokens,n_velocity_tokens,n_duration_tokens,n_position_tokens,n_bar_tokens,unique_pitches,unique_token_ids
turkish_makam,Turkish Makam,symbtr_004_suzidilara_kupe.mid,473,115,115,115,114,14,11,37
turkish_makam,Turkish Makam,symbtr_005_hicaz_turku.mid,1752,420,420,420,420,72,6,26
turkish_makam,Turkish Makam,symbtr_006_rast_karsilama.mid,815,197,197,197,197,27,13,29
turkish_makam,Turkish Makam,symbtr_007_hicaz_uzzal_seyir.mid,212,50,50,50,50,12,10,26
turkish_makam,Turkish Makam,symbtr_008_mahur_sarki.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_009_nisabur_kupe.mid,288,70,70,70,70,8,9,28
turkish_makam,Turkish Makam,symbtr_010_huzi_turku.mid,1101,264,264,264,264,45,8,32
turkish_makam,Turkish Makam,symbtr_011_ussak_ilahi.mid,493,120,120,120,118,15,9,45
turkish_makam,Turkish Makam,symbtr_012_beyati_sarki.mid,988,238,238,238,238,36,12,36
turkish_makam,Turkish Makam,symbtr_013_zirefkend_pesrev.mid,828,196,196,196,196,44,18,37
turkish_makam,Turkish Makam,symbtr_014_segah_sarki.mid,1462,355,355,355,355,42,14,50
turkish_makam,Turkish Makam,symbtr_015_acembuselik_sarki.mid,834,203,203,203,203,22,16,45
turkish_makam,Turkish Makam,symbtr_016_hicaz_rumeliturkusu.mid,1448,352,352,352,352,40,7,32
turkish_makam,Turkish Makam,symbtr_017_sevk_icedid_kupe.mid,347,85,85,85,84,8,15,38
turkish_makam,Turkish Makam,symbtr_018_evicbuselik_kupe.mid,406,97,97,97,97,18,13,33
turkish_makam,Turkish Makam,symbtr_019_mahur_sarki.mid,2119,520,520,520,514,45,16,64
turkish_makam,Turkish Makam,symbtr_020_neva_kurdi_kupe.mid,332,81,81,81,81,8,11,34
turkish_makam,Turkish Makam,symbtr_021_hicazkar_pesrev.mid,5024,1203,1203,1203,1203,212,15,43
turkish_makam,Turkish Makam,symbtr_022_beyati_agirsemai.mid,1544,371,371,371,371,60,14,44
turkish_makam,Turkish Makam,symbtr_023_hicazbuselik_kupe.mid,422,101,101,101,101,18,11,30
turkish_makam,Turkish Makam,symbtr_024_mahur_agirsemai.mid,1021,249,249,249,249,25,15,37
turkish_makam,Turkish Makam,symbtr_025_rahatfeza_kupe.mid,389,93,93,93,92,18,11,42
turkish_makam,Turkish Makam,symbtr_026_tahir_turku.mid,2303,572,572,572,544,43,11,62
turkish_makam,Turkish Makam,symbtr_027_gerdaniye_turku.mid,1208,294,294,294,289,37,12,53
turkish_makam,Turkish Makam,symbtr_028_beyati_sazsemaisi.mid,2552,619,619,619,619,76,14,45
turkish_makam,Turkish Makam,symbtr_029_segah_aranagme.mid,292,70,70,70,70,12,8,22
turkish_makam,Turkish Makam,symbtr_030_saba_aranagme.mid,372,90,90,90,90,12,10,32
turkish_makam,Turkish Makam,symbtr_031_rehavi_beste.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_032_yegah_agirsemai.mid,2244,548,548,548,541,59,17,67
turkish_makam,Turkish Makam,symbtr_033_beyatibuselik_kupe.mid,402,96,96,96,96,18,10,33
turkish_makam,Turkish Makam,symbtr_034_yeni_cargah_destan.mid,1013,242,242,242,242,45,11,58
turkish_makam,Turkish Makam,symbtr_035_sedaraban_sarki.mid,1368,334,334,334,334,32,16,42
turkish_makam,Turkish Makam,symbtr_036_sivenuma_beste.mid,802,194,194,194,192,28,18,43
turkish_makam,Turkish Makam,symbtr_037_nisaburek_sarki.mid,2494,611,611,611,591,70,16,50
turkish_makam,Turkish Makam,symbtr_038_sazkar_agirsemai.mid,1233,301,301,301,296,34,15,55
turkish_makam,Turkish Makam,symbtr_039_buselik_agirsemai.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_040_suzidil_kupe.mid,398,97,97,97,97,10,13,43
turkish_makam,Turkish Makam,symbtr_041_hicazkarkurdi_seyir.mid,300,69,69,69,69,24,11,23
turkish_makam,Turkish Makam,symbtr_042_yegah_sarki.mid,1295,314,314,314,305,48,16,57
turkish_makam,Turkish Makam,symbtr_043_acemkurdi_aranagme.mid,536,128,128,128,128,24,10,35
turkish_makam,Turkish Makam,symbtr_044_ussak_pesrev.mid,1258,298,298,298,298,66,11,24
turkish_makam,Turkish Makam,symbtr_045_nihavent_sarki.mid,1395,326,326,326,321,96,11,45
turkish_makam,Turkish Makam,symbtr_046_nihavent_sarki.mid,2138,520,520,520,513,65,16,58
turkish_makam,Turkish Makam,symbtr_047_hisarbuselik_aranagme.mid,338,82,82,82,82,10,12,45
turkish_makam,Turkish Makam,symbtr_048_suzinak_zirgule_sarki.mid,1614,394,394,394,374,58,14,66
turkish_makam,Turkish Makam,symbtr_049_ferahfeza_beste.mid,3107,751,751,751,743,111,19,64
turkish_makam,Turkish Makam,symbtr_050_bendihisar_kupe.mid,328,79,79,79,79,12,15,36
turkish_makam,Turkish Makam,symbtr_051_nihavendirumi_kupe.mid,514,125,125,125,125,14,15,42
turkish_makam,Turkish Makam,symbtr_052_muhayyer_turku.mid,3098,754,754,754,754,82,9,33
turkish_makam,Turkish Makam,symbtr_053_muhayyersunbule_sarki.mid,1391,335,335,335,335,51,18,49
turkish_makam,Turkish Makam,symbtr_054_sevkefza_sarki.mid,1619,375,375,375,375,119,17,33
turkish_makam,Turkish Makam,symbtr_055_acem_ilahi.mid,1064,258,258,258,258,32,9,33
turkish_makam,Turkish Makam,symbtr_056_ruyidilara_sazsemaisi.mid,1706,414,414,414,414,50,17,60
turkish_makam,Turkish Makam,symbtr_057_hicaz_sarki.mid,1580,374,374,374,374,84,10,41
turkish_makam,Turkish Makam,symbtr_058_muhayyer_sazsemaisi.mid,3340,814,814,814,812,86,15,49
turkish_makam,Turkish Makam,symbtr_059_huseyni_sarki.mid,2428,592,592,592,582,70,10,52
turkish_makam,Turkish Makam,symbtr_060_segah_turku.mid,1846,456,456,456,430,48,8,38
turkish_makam,Turkish Makam,symbtr_061_mahur_sarki.mid,2000,482,482,482,482,72,17,49
turkish_makam,Turkish Makam,symbtr_062_nihavent_sarki.mid,2053,495,495,495,495,73,20,47
turkish_makam,Turkish Makam,symbtr_063_arazbar_seyir.mid,464,112,112,112,112,16,15,38
turkish_makam,Turkish Makam,symbtr_064_gerdaniye_turku.mid,1743,416,416,416,415,80,9,41
turkish_makam,Turkish Makam,symbtr_065_mahur_tavsanca.mid,1672,405,405,405,403,54,16,57
turkish_makam,Turkish Makam,symbtr_066_nihavent_sarki.mid,1509,366,366,366,366,45,15,66
turkish_makam,Turkish Makam,symbtr_067_peykinesat_pesrev.mid,1226,296,296,296,296,42,16,38
turkish_makam,Turkish Makam,symbtr_068_kurdilihicazkar_sarki.mid,1656,396,396,396,395,73,17,58
turkish_makam,Turkish Makam,symbtr_069_nihavent_sarki.mid,1115,268,268,268,268,43,12,35
turkish_makam,Turkish Makam,symbtr_070_hicaz_mandra.mid,1491,366,366,366,362,31,12,34
turkish_makam,Turkish Makam,symbtr_071_nihavendikebir_seyir.mid,332,79,79,79,79,16,13,32
turkish_makam,Turkish Makam,symbtr_072_huseyni_agirsemai.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_073_acemasiran_sarki.mid,2575,607,607,607,607,147,17,57
turkish_makam,Turkish Makam,symbtr_074_rast_sarki.mid,1968,472,472,472,472,80,12,35
turkish_makam,Turkish Makam,symbtr_075_nihavent_longa.mid,1828,448,448,448,448,36,14,45
turkish_makam,Turkish Makam,symbtr_076_revnaknuma_kupe.mid,370,88,88,88,88,18,11,34
turkish_makam,Turkish Makam,symbtr_077_sabaasiran_seyir.mid,456,109,109,109,109,20,14,33
turkish_makam,Turkish Makam,symbtr_078_kucek_kupe.mid,368,88,88,88,88,16,10,27
turkish_makam,Turkish Makam,symbtr_079_huseyni_turku.mid,514,123,123,123,120,25,7,35
turkish_makam,Turkish Makam,symbtr_080_hicazkar_sarki.mid,2135,516,516,516,515,72,19,50
turkish_makam,Turkish Makam,symbtr_081_buselik_aranagme.mid,336,78,78,78,78,24,9,38
turkish_makam,Turkish Makam,symbtr_082_tarzinevin_seyir.mid,340,81,81,81,81,16,15,33
turkish_makam,Turkish Makam,symbtr_083_acemasiran_aranagme.mid,312,74,74,74,74,16,9,28
turkish_makam,Turkish Makam,symbtr_084_hicazasiran_beste.mid,2597,629,629,629,621,89,18,62
turkish_makam,Turkish Makam,symbtr_085_kurdilihicazkar_kupe.mid,489,119,119,119,118,14,15,41
turkish_makam,Turkish Makam,symbtr_086_nihavent_sazeseri.mid,2112,517,517,517,517,44,20,65
turkish_makam,Turkish Makam,symbtr_087_dugah_maye_kupe.mid,360,86,86,86,86,16,9,29
turkish_makam,Turkish Makam,symbtr_088_hicazkar_kocekce.mid,1353,329,329,329,329,37,13,37
turkish_makam,Turkish Makam,symbtr_089_serefnuma_sazsemaisi.mid,2378,576,576,576,575,75,20,63
turkish_makam,Turkish Makam,symbtr_090_vecdidil_pesrev.mid,3295,800,800,800,799,96,26,71
turkish_makam,Turkish Makam,symbtr_091_beyati_turku.mid,1589,397,397,397,365,33,9,50
turkish_makam,Turkish Makam,symbtr_092_hicaz_zemzeme_sarki.mid,831,201,201,201,201,27,13,38
turkish_makam,Turkish Makam,symbtr_093_mustear_kupe.mid,531,127,127,127,126,24,10,44
turkish_makam,Turkish Makam,symbtr_094_huzzam_agirsemai.mid,1726,422,422,422,420,40,12,53
turkish_makam,Turkish Makam,symbtr_095_karcigar_seyir.mid,324,75,75,75,75,24,9,18
turkish_makam,Turkish Makam,symbtr_096_selmek_sazsemaisi.mid,1287,311,311,311,311,43,13,56
turkish_makam,Turkish Makam,symbtr_097_rast_kar_i_nev.mid,1695,401,401,401,393,99,16,69
turkish_makam,Turkish Makam,symbtr_098_zavil_turku.mid,1261,303,303,303,298,54,15,34
turkish_makam,Turkish Makam,symbtr_099_buselik_sarki.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_100_segah_sarki.mid,1402,342,342,342,340,36,12,53
turkish_makam,Turkish Makam,symbtr_101_beyati_turku.mid,1276,306,306,306,306,52,8,41
turkish_makam,Turkish Makam,symbtr_102_goncairana_kupe.mid,296,72,72,72,72,8,8,31
turkish_makam,Turkish Makam,symbtr_103_reyya_sarki.mid,1575,381,381,381,381,51,13,59
turkish_makam,Turkish Makam,symbtr_104_beyati_arabanbuselik_kupe.mid,430,103,103,103,103,18,12,35
turkish_makam,Turkish Makam,symbtr_105_ussak_yuruksemai.mid,2685,641,641,641,625,137,12,40
turkish_makam,Turkish Makam,symbtr_106_maveraunnehr_kupe.mid,506,123,123,123,123,14,11,34
turkish_makam,Turkish Makam,symbtr_107_mahur_mars.mid,3180,769,769,769,769,104,16,53
turkish_makam,Turkish Makam,symbtr_108_pencgah_seyir.mid,332,77,77,77,77,24,10,25
turkish_makam,Turkish Makam,symbtr_109_neveser_kupe.mid,525,128,128,128,127,14,12,47
turkish_makam,Turkish Makam,symbtr_110_dilkusa_sazsemaisi.mid,1754,422,422,422,422,66,16,39
turkish_makam,Turkish Makam,symbtr_111_kurdi_gerdaniye_kupe.mid,297,73,73,73,70,8,13,44
turkish_makam,Turkish Makam,symbtr_112_muhayyer_murabba.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_113_mahurbuselik_kupe.mid,398,95,95,95,95,18,13,43
turkish_makam,Turkish Makam,symbtr_114_karcigar_kupe.mid,402,97,97,97,95,16,11,39
turkish_makam,Turkish Makam,symbtr_115_dilkeshaveran_kupe.mid,385,92,92,92,91,18,13,35
turkish_makam,Turkish Makam,symbtr_116_karcigar_sazsemaisi.mid,4384,1077,1077,1077,1070,83,13,66
turkish_makam,Turkish Makam,symbtr_117_sehnazbuselik_aranagme.mid,536,128,128,128,128,24,13,36
turkish_makam,Turkish Makam,symbtr_118_huseyni_pesrev.mid,2316,551,551,551,551,112,15,34
turkish_makam,Turkish Makam,symbtr_119_muhayyerbuselik_kupe.mid,414,99,99,99,99,18,15,35
turkish_makam,Turkish Makam,symbtr_120_hicaz_turku.mid,2758,672,672,672,672,70,10,39
turkish_makam,Turkish Makam,symbtr_121_saba_turku.mid,1298,316,316,316,316,34,8,33
turkish_makam,Turkish Makam,symbtr_122_mahur_pesrev.mid,1691,407,407,407,406,64,17,55
turkish_makam,Turkish Makam,symbtr_123_beyati_beste.mid,3640,882,882,882,867,127,17,44
turkish_makam,Turkish Makam,symbtr_124_suzidil_agirsemai.mid,2261,551,551,551,543,65,18,57
turkish_makam,Turkish Makam,symbtr_125_tahir_turku.mid,1714,422,422,422,406,42,10,34
turkish_makam,Turkish Makam,symbtr_126_hisarbuselik_turku.mid,20,5,5,5,4,1,4,15
turkish_makam,Turkish Makam,symbtr_127_buselik_murabba.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_128_buzurk_seyir.mid,400,96,96,96,96,16,14,37
turkish_makam,Turkish Makam,symbtr_129_isfahanek_kupe.mid,400,96,96,96,96,16,12,31
turkish_makam,Turkish Makam,symbtr_130_hicaz_humayun_turku.mid,1124,266,266,266,266,60,6,20
turkish_makam,Turkish Makam,symbtr_131_mahur_sarki.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_132_ussak_sarki.mid,2418,582,582,582,582,90,17,44
turkish_makam,Turkish Makam,symbtr_133_asiranmaye_kupe.mid,350,85,85,85,85,10,11,38
turkish_makam,Turkish Makam,symbtr_134_gulzar_sazsemaisi.mid,4123,1006,1006,1006,1006,99,20,61
turkish_makam,Turkish Makam,symbtr_135_acemasiran_aranagme.mid,606,148,148,148,144,18,15,64
turkish_makam,Turkish Makam,symbtr_136_muhayyerkurdi_sarki.mid,2724,653,653,653,653,112,14,29
turkish_makam,Turkish Makam,symbtr_137_nikriz_sarki.mid,2278,559,559,559,551,50,12,54
turkish_makam,Turkish Makam,symbtr_138_dilkeside_kupe.mid,392,95,95,95,95,12,17,38
turkish_makam,Turkish Makam,symbtr_139_bestenigar_seyir.mid,270,63,63,63,63,18,10,24
turkish_makam,Turkish Makam,symbtr_140_askefza_pesrev.mid,2209,523,523,523,523,117,20,33
turkish_makam,Turkish Makam,symbtr_141_huseyni_ornek_oz.mid,80,19,19,19,19,4,8,20
turkish_makam,Turkish Makam,symbtr_142_hicaz_zirgule_kupe.mid,363,87,87,87,86,16,10,39
turkish_makam,Turkish Makam,symbtr_143_hicazkar_sarki.mid,1388,339,339,339,334,37,16,59
turkish_makam,Turkish Makam,symbtr_144_segah_maye_kupe.mid,432,102,102,102,102,24,9,30
turkish_makam,Turkish Makam,symbtr_145_hicaz_kocekce.mid,2326,566,566,566,566,62,12,36
turkish_makam,Turkish Makam,symbtr_146_ussak_sarki.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_147_ussak_beste.mid,1874,453,453,453,443,72,17,46
turkish_makam,Turkish Makam,symbtr_148_nisaburek_sarki.mid,1500,365,365,365,357,48,16,52
turkish_makam,Turkish Makam,symbtr_149_dilnisin_kupe.mid,458,111,111,111,111,14,12,36
turkish_makam,Turkish Makam,symbtr_150_sultaniyegah_aranagme.mid,328,78,78,78,78,16,6,20
turkish_makam,Turkish Makam,symbtr_151_huzzam_sarki.mid,654,158,158,158,158,22,12,36
turkish_makam,Turkish Makam,symbtr_152_muhayyer_divan.mid,2646,642,642,642,640,80,13,62
turkish_makam,Turkish Makam,symbtr_153_rastmaye_kupe.mid,505,123,123,123,122,14,14,55
turkish_makam,Turkish Makam,symbtr_154_sabazemzeme_kupe.mid,332,81,81,81,81,8,12,37
turkish_makam,Turkish Makam,symbtr_155_rast_sarki.mid,1692,403,403,403,403,80,12,27
turkish_makam,Turkish Makam,symbtr_156_vechisehnaz_kupe.mid,356,85,85,85,85,16,13,33
turkish_makam,Turkish Makam,symbtr_157_besteisfahan_kupe.mid,389,93,93,93,92,18,11,34
turkish_makam,Turkish Makam,symbtr_158_muhayyerkurdi_turku.mid,1718,416,416,416,416,54,9,44
turkish_makam,Turkish Makam,symbtr_159_ussak_sarki.mid,889,216,216,216,212,29,12,50
turkish_makam,Turkish Makam,symbtr_160_rengidil_sarki.mid,581,140,140,140,140,21,16,38
turkish_makam,Turkish Makam,symbtr_161_tahir_turku.mid,2646,645,645,645,627,84,10,43
turkish_makam,Turkish Makam,symbtr_162_beyati_araban_ilahi.mid,2122,516,516,516,510,64,13,52
turkish_makam,Turkish Makam,symbtr_163_hicaz_turku.mid,2003,488,488,488,485,54,8,50
turkish_makam,Turkish Makam,symbtr_164_huzzam_icedid_ilahi.mid,481,116,116,116,112,21,15,53
turkish_makam,Turkish Makam,symbtr_165_saba_turku.mid,1892,468,468,468,446,42,6,32
turkish_makam,Turkish Makam,symbtr_166_murekkep_isfahan_sarki.mid,1618,393,393,393,383,56,14,54
turkish_makam,Turkish Makam,symbtr_167_sipihr_kupe.mid,308,73,73,73,73,16,13,27
turkish_makam,Turkish Makam,symbtr_168_muhayyer_turku.mid,1841,450,450,450,450,41,14,55
turkish_makam,Turkish Makam,symbtr_169_ussak_kurthavasi.mid,534,128,128,128,128,22,9,25
turkish_makam,Turkish Makam,symbtr_170_segah_sarki.mid,1756,428,428,428,427,45,14,50
turkish_makam,Turkish Makam,symbtr_171_sehnaz_sarki.mid,1408,339,339,339,337,54,15,55
turkish_makam,Turkish Makam,symbtr_172_ruhnuvaz_seyir.mid,204,49,49,49,49,8,12,25
turkish_makam,Turkish Makam,symbtr_173_gulizar_kocekce.mid,1650,397,397,397,397,62,15,42
turkish_makam,Turkish Makam,symbtr_174_buselikasiran_seyir.mid,588,142,142,142,142,20,19,45
turkish_makam,Turkish Makam,symbtr_175_hicaz_sarki.mid,1886,458,458,458,456,56,17,48
turkish_makam,Turkish Makam,symbtr_176_rasticedid_kupe.mid,485,118,118,118,117,14,15,52
turkish_makam,Turkish Makam,symbtr_177_nisabureyn_pesrev.mid,3599,883,883,883,868,82,22,64
turkish_makam,Turkish Makam,symbtr_178_ussak_seyir.mid,220,53,53,53,53,8,11,30
turkish_makam,Turkish Makam,symbtr_179_rahatulervah_seyir.mid,364,87,87,87,87,16,16,36
turkish_makam,Turkish Makam,symbtr_180_hicaz_sarki.mid,1756,430,430,430,426,40,15,41
turkish_makam,Turkish Makam,symbtr_181_karcigar_sarki.mid,1968,482,482,482,468,54,14,57
turkish_makam,Turkish Makam,symbtr_182_ussak_sarki.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_183_dugah_ilahi.mid,1196,288,288,288,284,48,15,60
turkish_makam,Turkish Makam,symbtr_184_suzinak_agirsemai.mid,1890,467,467,467,442,47,13,55
turkish_makam,Turkish Makam,symbtr_185_nevabuselik_sarki.mid,1312,312,312,312,312,64,12,43
turkish_makam,Turkish Makam,symbtr_186_sultaniirak_kupe.mid,362,87,87,87,85,16,11,32
turkish_makam,Turkish Makam,symbtr_187_muhayyerkurdi_sazsemaisi.mid,2006,490,490,490,490,46,18,59
turkish_makam,Turkish Makam,symbtr_188_segah_sarki.mid,1570,370,370,370,370,90,14,34
turkish_makam,Turkish Makam,symbtr_189_evic_seyir.mid,296,68,68,68,68,24,11,20
turkish_makam,Turkish Makam,symbtr_190_hicaz_humayun_turku.mid,716,174,174,174,171,23,7,44
turkish_makam,Turkish Makam,symbtr_191_guldeste_sazsemaisi.mid,1676,404,404,404,404,60,17,43
turkish_makam,Turkish Makam,symbtr_192_araban_kupe.mid,324,79,79,79,79,8,12,33
turkish_makam,Turkish Makam,symbtr_193_huseyni_sarki.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_194_gerdaniyebuselik_kupe.mid,406,97,97,97,97,18,13,36
turkish_makam,Turkish Makam,symbtr_195_huseyni_sarki.mid,1565,380,380,380,380,45,10,35
turkish_makam,Turkish Makam,symbtr_196_rast_sarki.mid,1437,344,344,344,344,61,14,31
turkish_makam,Turkish Makam,symbtr_197_ruyiirak_sazsemaisi.mid,1799,439,439,439,439,43,14,55
turkish_makam,Turkish Makam,symbtr_198_neva_agirsemai.mid,0,0,0,0,0,0,0,0
turkish_makam,Turkish Makam,symbtr_199_rast_sarki.mid,1490,356,356,356,356,66,16,38
